,path,emotion
899,data/training\Actor_23\03-01-02-01-01-02-23_calm.wav,calm
900,data/training\Actor_23\03-01-02-01-02-01-23_calm.wav,calm
901,data/training\Actor_23\03-01-02-01-02-02-23_calm.wav,calm
902,data/training\Actor_23\03-01-02-02-01-01-23_calm.wav,calm
903,data/training\Actor_23\03-01-02-02-01-02-23_calm.wav,calm
904,data/training\Actor_23\03-01-02-02-02-01-23_calm.wav,calm
905,data/training\Actor_23\03-01-02-02-02-02-23_calm.wav,calm
906,data/training\Actor_23\03-02-02-01-01-01-23_calm.wav,calm
907,data/training\Actor_23\03-02-02-01-01-02-23_calm.wav,calm
908,data/training\Actor_23\03-02-02-01-02-01-23_calm.wav,calm
909,data/training\Actor_23\03-02-02-01-02-02-23_calm.wav,calm
910,data/training\Actor_23\03-02-02-02-01-01-23_calm.wav,calm
911,data/training\Actor_23\03-02-02-02-01-02-23_calm.wav,calm
912,data/training\Actor_23\03-02-02-02-02-01-23_calm.wav,calm
913,data/training\Actor_23\03-02-02-02-02-02-23_calm.wav,calm
914,data/training\Actor_24\03-01-02-01-01-01-24_calm.wav,calm
915,data/training\Actor_24\03-01-02-01-01-02-24_calm.wav,calm
916,data/training\Actor_24\03-01-02-01-02-01-24_calm.wav,calm
917,data/training\Actor_24\03-01-02-01-02-02-24_calm.wav,calm
918,data/training\Actor_24\03-01-02-02-01-01-24_calm.wav,calm
919,data/training\Actor_24\03-01-02-02-01-02-24_calm.wav,calm
920,data/training\Actor_24\03-01-02-02-02-01-24_calm.wav,calm
921,data/training\Actor_24\03-01-02-02-02-02-24_calm.wav,calm
922,data/training\Actor_24\03-02-02-01-01-01-24_calm.wav,calm
923,data/training\Actor_24\03-02-02-01-01-02-24_calm.wav,calm
924,data/training\Actor_24\03-02-02-01-02-01-24_calm.wav,calm
925,data/training\Actor_24\03-02-02-01-02-02-24_calm.wav,calm
926,data/training\Actor_24\03-02-02-02-01-01-24_calm.wav,calm
927,data/training\Actor_24\03-02-02-02-01-02-24_calm.wav,calm
928,data/training\Actor_24\03-02-02-02-02-01-24_calm.wav,calm
929,data/training\Actor_24\03-02-02-02-02-02-24_calm.wav,calm
930,data/training\Actor_01\01_01_01_01_kids-talking_happy.wav,happy
931,data/training\Actor_01\01_01_01_02_dogs-sitting_happy.wav,happy
932,data/training\Actor_01\01_01_01_02_kids-talking_happy.wav,happy
933,data/training\Actor_01\01_01_02_01_dogs-sitting_happy.wav,happy
934,data/training\Actor_01\01_01_02_01_kids-talking_happy.wav,happy
935,data/training\Actor_01\01_01_02_02_dogs-sitting_happy.wav,happy
936,data/training\Actor_01\01_01_02_02_kids-talking_happy.wav,happy
937,data/training\Actor_01\01_02_01_01_dogs-sitting_happy.wav,happy
938,data/training\Actor_01\01_02_01_01_kids-talking_happy.wav,happy
939,data/training\Actor_01\01_02_01_02_dogs-sitting_happy.wav,happy
940,data/training\Actor_01\01_02_01_02_kids-talking_happy.wav,happy
941,data/training\Actor_01\01_02_02_01_dogs-sitting_happy.wav,happy
942,data/training\Actor_01\01_02_02_01_kids-talking_happy.wav,happy
943,data/training\Actor_01\01_02_02_02_dogs-sitting_happy.wav,happy
944,data/training\Actor_01\01_02_02_02_kids-talking_happy.wav,happy
945,data/training\Actor_01\03-02-03-01-01-01-01_happy.wav,happy
946,data/training\Actor_01\03-02-03-01-01-02-01_happy.wav,happy
947,data/training\Actor_01\03-02-03-01-02-01-01_happy.wav,happy
948,data/training\Actor_01\03-02-03-01-02-02-01_happy.wav,happy
949,data/training\Actor_01\03-02-03-02-01-01-01_happy.wav,happy
950,data/training\Actor_01\03-02-03-02-01-02-01_happy.wav,happy
951,data/training\Actor_01\03-02-03-02-02-01-01_happy.wav,happy
952,data/training\Actor_01\03-02-03-02-02-02-01_happy.wav,happy
953,data/training\Actor_02\02_01_01_01_dogs-sitting_happy.wav,happy
954,data/training\Actor_02\02_01_01_01_kids-talking_happy.wav,happy
955,data/training\Actor_02\02_01_01_02_dogs-sitting_happy.wav,happy
956,data/training\Actor_02\02_01_01_02_kids-talking_happy.wav,happy
957,data/training\Actor_02\02_01_02_01_dogs-sitting_happy.wav,happy
958,data/training\Actor_02\02_01_02_01_kids-talking_happy.wav,happy
959,data/training\Actor_02\02_01_02_02_dogs-sitting_happy.wav,happy
960,data/training\Actor_02\02_01_02_02_kids-talking_happy.wav,happy
961,data/training\Actor_02\02_02_01_01_dogs-sitting_happy.wav,happy
962,data/training\Actor_02\02_02_01_01_kids-talking_happy.wav,happy
963,data/training\Actor_02\02_02_01_02_dogs-sitting_happy.wav,happy
964,data/training\Actor_02\02_02_01_02_kids-talking_happy.wav,happy
965,data/training\Actor_02\02_02_02_01_dogs-sitting_happy.wav,happy
966,data/training\Actor_02\02_02_02_01_kids-talking_happy.wav,happy
967,data/training\Actor_02\02_02_02_02_dogs-sitting_happy.wav,happy
968,data/training\Actor_02\02_02_02_02_kids-talking_happy.wav,happy
969,data/training\Actor_02\03-02-03-01-01-01-02_happy.wav,happy
970,data/training\Actor_02\03-02-03-01-01-02-02_happy.wav,happy
971,data/training\Actor_02\03-02-03-01-02-01-02_happy.wav,happy
972,data/training\Actor_02\03-02-03-01-02-02-02_happy.wav,happy
973,data/training\Actor_02\03-02-03-02-01-01-02_happy.wav,happy
974,data/training\Actor_02\03-02-03-02-01-02-02_happy.wav,happy
975,data/training\Actor_02\03-02-03-02-02-01-02_happy.wav,happy
976,data/training\Actor_02\03-02-03-02-02-02-02_happy.wav,happy
977,data/training\Actor_03\03-02-03-01-01-01-03_happy.wav,happy
978,data/training\Actor_03\03-02-03-01-01-02-03_happy.wav,happy
979,data/training\Actor_03\03-02-03-01-02-01-03_happy.wav,happy
980,data/training\Actor_03\03-02-03-01-02-02-03_happy.wav,happy
981,data/training\Actor_03\03-02-03-02-01-01-03_happy.wav,happy
982,data/training\Actor_03\03-02-03-02-01-02-03_happy.wav,happy
983,data/training\Actor_03\03-02-03-02-02-01-03_happy.wav,happy
984,data/training\Actor_03\03-02-03-02-02-02-03_happy.wav,happy
985,data/training\Actor_03\03_01_01_01_dogs-sitting_happy.wav,happy
986,data/training\Actor_03\03_01_01_01_kids-talking_happy.wav,happy
987,data/training\Actor_03\03_01_01_02_dogs-sitting_happy.wav,happy
988,data/training\Actor_03\03_01_01_02_kids-talking_happy.wav,happy
989,data/training\Actor_03\03_01_02_01_dogs-sitting_happy.wav,happy
990,data/training\Actor_03\03_01_02_01_kids-talking_happy.wav,happy
991,data/training\Actor_03\03_01_02_02_dogs-sitting_happy.wav,happy
992,data/training\Actor_03\03_01_02_02_kids-talking_happy.wav,happy
993,data/training\Actor_03\03_02_01_01_dogs-sitting_happy.wav,happy
994,data/training\Actor_03\03_02_01_01_kids-talking_happy.wav,happy
995,data/training\Actor_03\03_02_01_02_dogs-sitting_happy.wav,happy
996,data/training\Actor_03\03_02_01_02_kids-talking_happy.wav,happy
997,data/training\Actor_03\03_02_02_01_dogs-sitting_happy.wav,happy
998,data/training\Actor_03\03_02_02_01_kids-talking_happy.wav,happy
999,data/training\Actor_03\03_02_02_02_dogs-sitting_happy.wav,happy
1000,data/training\Actor_03\03_02_02_02_kids-talking_happy.wav,happy
1001,data/training\Actor_04\03-02-03-01-01-01-04_happy.wav,happy
1002,data/training\Actor_04\03-02-03-01-01-02-04_happy.wav,happy
1003,data/training\Actor_04\03-02-03-01-02-01-04_happy.wav,happy
1004,data/training\Actor_04\03-02-03-01-02-02-04_happy.wav,happy
1005,data/training\Actor_04\03-02-03-02-01-01-04_happy.wav,happy
1006,data/training\Actor_04\03-02-03-02-01-02-04_happy.wav,happy
1007,data/training\Actor_04\03-02-03-02-02-01-04_happy.wav,happy
1008,data/training\Actor_04\03-02-03-02-02-02-04_happy.wav,happy
1009,data/training\Actor_04\04_01_01_01_dogs-sitting_happy.wav,happy
1010,data/training\Actor_04\04_01_01_01_kids-talking_happy.wav,happy
1011,data/training\Actor_04\04_01_01_02_dogs-sitting_happy.wav,happy
1012,data/training\Actor_04\04_01_01_02_kids-talking_happy.wav,happy
1013,data/training\Actor_04\04_01_02_01_dogs-sitting_happy.wav,happy
1014,data/training\Actor_04\04_01_02_01_kids-talking_happy.wav,happy
1015,data/training\Actor_04\04_01_02_02_dogs-sitting_happy.wav,happy
1016,data/training\Actor_04\04_01_02_02_kids-talking_happy.wav,happy
1017,data/training\Actor_04\04_02_01_01_dogs-sitting_happy.wav,happy
1018,data/training\Actor_04\04_02_01_01_kids-talking_happy.wav,happy
1019,data/training\Actor_04\04_02_01_02_dogs-sitting_happy.wav,happy
1020,data/training\Actor_04\04_02_01_02_kids-talking_happy.wav,happy
1021,data/training\Actor_04\04_02_02_01_dogs-sitting_happy.wav,happy
1022,data/training\Actor_04\04_02_02_01_kids-talking_happy.wav,happy
1023,data/training\Actor_04\04_02_02_02_dogs-sitting_happy.wav,happy
1024,data/training\Actor_04\04_02_02_02_kids-talking_happy.wav,happy
1025,data/training\Actor_05\03-02-03-01-01-01-05_happy.wav,happy
1026,data/training\Actor_05\03-02-03-01-01-02-05_happy.wav,happy
1027,data/training\Actor_05\03-02-03-01-02-01-05_happy.wav,happy
1028,data/training\Actor_05\03-02-03-01-02-02-05_happy.wav,happy
1029,data/training\Actor_05\03-02-03-02-01-01-05_happy.wav,happy
1030,data/training\Actor_05\03-02-03-02-01-02-05_happy.wav,happy
1031,data/training\Actor_05\03-02-03-02-02-01-05_happy.wav,happy
1032,data/training\Actor_05\03-02-03-02-02-02-05_happy.wav,happy
1033,data/training\Actor_05\05_01_02_01_dogs-sitting_happy.wav,happy
1034,data/training\Actor_05\05_01_02_01_kids-talking_happy.wav,happy
1035,data/training\Actor_05\05_01_02_02_dogs-sitting_happy.wav,happy
1036,data/training\Actor_05\05_01_02_02_kids-talking_happy.wav,happy
1037,data/training\Actor_05\05_02_01_01_dogs-sitting_happy.wav,happy
1038,data/training\Actor_05\05_02_01_01_kids-talking_happy.wav,happy
1039,data/training\Actor_05\05_02_01_02_dogs-sitting_happy.wav,happy
1040,data/training\Actor_05\05_02_01_02_kids-talking_happy.wav,happy
1041,data/training\Actor_05\05_02_02_01_dogs-sitting_happy.wav,happy
1042,data/training\Actor_05\05_02_02_01_kids-talking_happy.wav,happy
1043,data/training\Actor_05\05_02_02_02_dogs-sitting_happy.wav,happy
1044,data/training\Actor_05\05_02_02_02_kids-talking_happy.wav,happy
1045,data/training\Actor_06\03-02-03-01-01-01-06_happy.wav,happy
1046,data/training\Actor_06\03-02-03-01-01-02-06_happy.wav,happy
1047,data/training\Actor_06\03-02-03-01-02-01-06_happy.wav,happy
1048,data/training\Actor_06\03-02-03-01-02-02-06_happy.wav,happy
1049,data/training\Actor_06\03-02-03-02-01-01-06_happy.wav,happy
1050,data/training\Actor_06\03-02-03-02-01-02-06_happy.wav,happy
1051,data/training\Actor_06\03-02-03-02-02-01-06_happy.wav,happy
1052,data/training\Actor_06\03-02-03-02-02-02-06_happy.wav,happy
1053,data/training\Actor_06\06_01_01_01_dogs-sitting_happy.wav,happy
1054,data/training\Actor_06\06_01_01_01_kids-talking_happy.wav,happy
1055,data/training\Actor_06\06_01_01_02_kids-talking_happy.wav,happy
1056,data/training\Actor_06\06_01_02_01_dogs-sitting_happy.wav,happy
1057,data/training\Actor_06\06_01_02_01_kids-talking_happy.wav,happy
1058,data/training\Actor_06\06_01_02_02_dogs-sitting_happy.wav,happy
1059,data/training\Actor_06\06_01_02_02_kids-talking_happy.wav,happy
1060,data/training\Actor_06\06_02_01_01_dogs-sitting_happy.wav,happy
1061,data/training\Actor_06\06_02_01_01_kids-talking_happy.wav,happy
1062,data/training\Actor_06\06_02_01_02_dogs-sitting_happy.wav,happy
1063,data/training\Actor_06\06_02_01_02_kids-talking_happy.wav,happy
1064,data/training\Actor_06\06_02_02_01_dogs-sitting_happy.wav,happy
1065,data/training\Actor_06\06_02_02_01_kids-talking_happy.wav,happy
1066,data/training\Actor_06\06_02_02_02_dogs-sitting_happy.wav,happy
1067,data/training\Actor_06\06_02_02_02_kids-talking_happy.wav,happy
1068,data/training\Actor_07\07_01_01_01_dogs-sitting_happy.wav,happy
1069,data/training\Actor_07\07_01_01_01_kids-talking_happy.wav,happy
1070,data/training\Actor_07\07_01_01_02_dogs-sitting_happy.wav,happy
1071,data/training\Actor_07\07_01_01_02_kids-talking_happy.wav,happy
1072,data/training\Actor_07\07_01_02_01_dogs-sitting_happy.wav,happy
1073,data/training\Actor_07\07_01_02_01_kids-talking_happy.wav,happy
1074,data/training\Actor_07\07_01_02_02_dogs-sitting_happy.wav,happy
1075,data/training\Actor_07\07_01_02_02_kids-talking_happy.wav,happy
1076,data/training\Actor_07\07_02_01_01_dogs-sitting_happy.wav,happy
1077,data/training\Actor_07\07_02_01_01_kids-talking_happy.wav,happy
1078,data/training\Actor_07\07_02_01_02_dogs-sitting_happy.wav,happy
1079,data/training\Actor_07\07_02_01_02_kids-talking_happy.wav,happy
1080,data/training\Actor_07\07_02_02_01_dogs-sitting_happy.wav,happy
1081,data/training\Actor_07\07_02_02_01_kids-talking_happy.wav,happy
1082,data/training\Actor_07\07_02_02_02_dogs-sitting_happy.wav,happy
1083,data/training\Actor_07\07_02_02_02_kids-talking_happy.wav,happy
1084,data/training\Actor_08\08_01_01_01_dogs-sitting_happy.wav,happy
1085,data/training\Actor_08\08_01_01_01_kids-talking_happy.wav,happy
1086,data/training\Actor_08\08_01_01_02_dogs-sitting_happy.wav,happy
1087,data/training\Actor_08\08_01_01_02_kids-talking_happy.wav,happy
1088,data/training\Actor_08\08_01_02_01_dogs-sitting_happy.wav,happy
1089,data/training\Actor_08\08_01_02_01_kids-talking_happy.wav,happy
1090,data/training\Actor_08\08_01_02_02_dogs-sitting_happy.wav,happy
1091,data/training\Actor_08\08_01_02_02_kids-talking_happy.wav,happy
1092,data/training\Actor_08\08_02_01_01_dogs-sitting_happy.wav,happy
1093,data/training\Actor_08\08_02_01_01_kids-talking_happy.wav,happy
1094,data/training\Actor_08\08_02_01_02_dogs-sitting_happy.wav,happy
1095,data/training\Actor_08\08_02_01_02_kids-talking_happy.wav,happy
1096,data/training\Actor_08\08_02_02_01_dogs-sitting_happy.wav,happy
1097,data/training\Actor_08\08_02_02_01_kids-talking_happy.wav,happy
1098,data/training\Actor_08\08_02_02_02_dogs-sitting_happy.wav,happy
1099,data/training\Actor_08\08_02_02_02_kids-talking_happy.wav,happy
1100,data/training\Actor_09\09_01_01_01_dogs-sitting_happy.wav,happy
1101,data/training\Actor_09\09_01_01_01_kids-talking_happy.wav,happy
1102,data/training\Actor_09\09_01_01_02_dogs-sitting_happy.wav,happy
1103,data/training\Actor_09\09_01_01_02_kids-talking_happy.wav,happy
1104,data/training\Actor_09\09_01_02_01_dogs-sitting_happy.wav,happy
1105,data/training\Actor_09\09_01_02_01_kids-talking_happy.wav,happy
1106,data/training\Actor_09\09_01_02_02_dogs-sitting_happy.wav,happy
1107,data/training\Actor_09\09_01_02_02_kids-talking_happy.wav,happy
1108,data/training\Actor_09\09_02_01_01_dogs-sitting_happy.wav,happy
1109,data/training\Actor_09\09_02_01_01_kids-talking_happy.wav,happy
1110,data/training\Actor_09\09_02_01_02_dogs-sitting_happy.wav,happy
1111,data/training\Actor_09\09_02_01_02_kids-talking_happy.wav,happy
1112,data/training\Actor_09\09_02_02_01_dogs-sitting_happy.wav,happy
1113,data/training\Actor_09\09_02_02_01_kids-talking_happy.wav,happy
1114,data/training\Actor_09\09_02_02_02_dogs-sitting_happy.wav,happy
1115,data/training\Actor_09\09_02_02_02_kids-talking_happy.wav,happy
1116,data/training\Actor_10\10_01_01_01_dogs-sitting_happy.wav,happy
1117,data/training\Actor_10\10_01_01_01_kids-talking_happy.wav,happy
1118,data/training\Actor_10\10_01_01_02_dogs-sitting_happy.wav,happy
1119,data/training\Actor_10\10_01_01_02_kids-talking_happy.wav,happy
1120,data/training\Actor_10\10_01_02_01_dogs-sitting_happy.wav,happy
1121,data/training\Actor_10\10_01_02_01_kids-talking_happy.wav,happy
1122,data/training\Actor_10\10_01_02_02_dogs-sitting_happy.wav,happy
1123,data/training\Actor_10\10_01_02_02_kids-talking_happy.wav,happy
1124,data/training\Actor_10\10_02_01_01_dogs-sitting_happy.wav,happy
1125,data/training\Actor_10\10_02_01_01_kids-talking_happy.wav,happy
1126,data/training\Actor_10\10_02_01_02_dogs-sitting_happy.wav,happy
1127,data/training\Actor_10\10_02_01_02_kids-talking_happy.wav,happy
1128,data/training\Actor_10\10_02_02_01_dogs-sitting_happy.wav,happy
1129,data/training\Actor_10\10_02_02_01_kids-talking_happy.wav,happy
1130,data/training\Actor_10\10_02_02_02_dogs-sitting_happy.wav,happy
1131,data/training\Actor_10\10_02_02_02_kids-talking_happy.wav,happy
1132,data/training\Actor_11\03-02-03-01-01-01-11_happy.wav,happy
1133,data/training\Actor_11\03-02-03-01-01-02-11_happy.wav,happy
1134,data/training\Actor_11\03-02-03-01-02-01-11_happy.wav,happy
1135,data/training\Actor_11\03-02-03-01-02-02-11_happy.wav,happy
1136,data/training\Actor_11\03-02-03-02-01-01-11_happy.wav,happy
1137,data/training\Actor_11\03-02-03-02-01-02-11_happy.wav,happy
1138,data/training\Actor_11\03-02-03-02-02-01-11_happy.wav,happy
1139,data/training\Actor_11\03-02-03-02-02-02-11_happy.wav,happy
1140,data/training\Actor_11\11_01_01_01_dogs-sitting_happy.wav,happy
1141,data/training\Actor_11\11_01_01_01_kids-talking_happy.wav,happy
1142,data/training\Actor_11\11_01_01_02_dogs-sitting_happy.wav,happy
1143,data/training\Actor_11\11_01_01_02_kids-talking_happy.wav,happy
1144,data/training\Actor_11\11_01_02_01_dogs-sitting_happy.wav,happy
1145,data/training\Actor_11\11_01_02_01_kids-talking_happy.wav,happy
1146,data/training\Actor_11\11_01_02_02_dogs-sitting_happy.wav,happy
1147,data/training\Actor_11\11_01_02_02_kids-talking_happy.wav,happy
1148,data/training\Actor_11\11_02_01_01_dogs-sitting_happy.wav,happy
1149,data/training\Actor_11\11_02_01_01_kids-talking_happy.wav,happy
1150,data/training\Actor_11\11_02_01_02_dogs-sitting_happy.wav,happy
1151,data/training\Actor_11\11_02_01_02_kids-talking_happy.wav,happy
1152,data/training\Actor_11\11_02_02_01_dogs-sitting_happy.wav,happy
1153,data/training\Actor_11\11_02_02_01_kids-talking_happy.wav,happy
1154,data/training\Actor_11\11_02_02_02_dogs-sitting_happy.wav,happy
1155,data/training\Actor_11\11_02_02_02_kids-talking_happy.wav,happy
1156,data/training\Actor_12\03-02-03-01-01-01-12_happy.wav,happy
1157,data/training\Actor_12\03-02-03-01-01-02-12_happy.wav,happy
1158,data/training\Actor_12\03-02-03-01-02-01-12_happy.wav,happy
1159,data/training\Actor_12\03-02-03-01-02-02-12_happy.wav,happy
1160,data/training\Actor_12\03-02-03-02-01-01-12_happy.wav,happy
1161,data/training\Actor_12\03-02-03-02-01-02-12_happy.wav,happy
1162,data/training\Actor_12\03-02-03-02-02-01-12_happy.wav,happy
1163,data/training\Actor_12\03-02-03-02-02-02-12_happy.wav,happy
1164,data/training\Actor_12\12_01_01_01_dogs-sitting_happy.wav,happy
1165,data/training\Actor_12\12_01_01_01_kids-talking_happy.wav,happy
1166,data/training\Actor_12\12_01_01_02_dogs-sitting_happy.wav,happy
1167,data/training\Actor_12\12_01_01_02_kids-talking_happy.wav,happy
1168,data/training\Actor_12\12_01_02_01_dogs-sitting_happy.wav,happy
1169,data/training\Actor_12\12_01_02_01_kids-talking_happy.wav,happy
1170,data/training\Actor_12\12_01_02_02_dogs-sitting_happy.wav,happy
1171,data/training\Actor_12\12_01_02_02_kids-talking_happy.wav,happy
1172,data/training\Actor_12\12_02_01_01_dogs-sitting_happy.wav,happy
1173,data/training\Actor_12\12_02_01_01_kids-talking_happy.wav,happy
1174,data/training\Actor_12\12_02_01_02_dogs-sitting_happy.wav,happy
1175,data/training\Actor_12\12_02_01_02_kids-talking_happy.wav,happy
1176,data/training\Actor_12\12_02_02_01_dogs-sitting_happy.wav,happy
1177,data/training\Actor_12\12_02_02_01_kids-talking_happy.wav,happy
1178,data/training\Actor_12\12_02_02_02_dogs-sitting_happy.wav,happy
1179,data/training\Actor_12\12_02_02_02_kids-talking_happy.wav,happy
1180,data/training\Actor_13\03-02-03-01-01-01-13_happy.wav,happy
1181,data/training\Actor_13\03-02-03-01-01-02-13_happy.wav,happy
1182,data/training\Actor_13\03-02-03-01-02-01-13_happy.wav,happy
1183,data/training\Actor_13\03-02-03-01-02-02-13_happy.wav,happy
1184,data/training\Actor_13\03-02-03-02-01-01-13_happy.wav,happy
1185,data/training\Actor_13\03-02-03-02-01-02-13_happy.wav,happy
1186,data/training\Actor_13\03-02-03-02-02-01-13_happy.wav,happy
1187,data/training\Actor_13\03-02-03-02-02-02-13_happy.wav,happy
1188,data/training\Actor_13\13_01_01_01_dogs-sitting_happy.wav,happy
1189,data/training\Actor_13\13_01_01_01_kids-talking_happy.wav,happy
1190,data/training\Actor_13\13_01_01_02_dogs-sitting_happy.wav,happy
1191,data/training\Actor_13\13_01_01_02_kids-talking_happy.wav,happy
1192,data/training\Actor_13\13_01_02_01_dogs-sitting_happy.wav,happy
1193,data/training\Actor_13\13_01_02_01_kids-talking_happy.wav,happy
1194,data/training\Actor_13\13_01_02_02_dogs-sitting_happy.wav,happy
1195,data/training\Actor_13\13_01_02_02_kids-talking_happy.wav,happy
1196,data/training\Actor_13\13_02_01_01_dogs-sitting_happy.wav,happy
1197,data/training\Actor_13\13_02_01_01_kids-talking_happy.wav,happy
1198,data/training\Actor_13\13_02_01_02_dogs-sitting_happy.wav,happy
1199,data/training\Actor_13\13_02_01_02_kids-talking_happy.wav,happy
1200,data/training\Actor_13\13_02_02_01_dogs-sitting_happy.wav,happy
1201,data/training\Actor_13\13_02_02_01_kids-talking_happy.wav,happy
1202,data/training\Actor_13\13_02_02_02_dogs-sitting_happy.wav,happy
1203,data/training\Actor_13\13_02_02_02_kids-talking_happy.wav,happy
1204,data/training\Actor_14\03-02-03-01-01-01-14_happy.wav,happy
1205,data/training\Actor_14\03-02-03-01-01-02-14_happy.wav,happy
1206,data/training\Actor_14\03-02-03-01-02-01-14_happy.wav,happy
1207,data/training\Actor_14\03-02-03-01-02-02-14_happy.wav,happy
1208,data/training\Actor_14\03-02-03-02-01-01-14_happy.wav,happy
1209,data/training\Actor_14\03-02-03-02-01-02-14_happy.wav,happy
1210,data/training\Actor_14\03-02-03-02-02-01-14_happy.wav,happy
1211,data/training\Actor_14\03-02-03-02-02-02-14_happy.wav,happy
1212,data/training\Actor_14\14_02_01_01_dogs-sitting_happy.wav,happy
1213,data/training\Actor_14\14_02_01_01_kids-talking_happy.wav,happy
1214,data/training\Actor_14\14_02_01_02_dogs-sitting_happy.wav,happy
1215,data/training\Actor_14\14_02_01_02_kids-talking_happy.wav,happy
1216,data/training\Actor_14\14_02_02_01_dogs-sitting_happy.wav,happy
1217,data/training\Actor_14\14_02_02_01_kids-talking_happy.wav,happy
1218,data/training\Actor_14\14_02_02_02_dogs-sitting_happy.wav,happy
1219,data/training\Actor_14\14_02_02_02_kids-talking_happy.wav,happy
1220,data/training\Actor_15\03-02-03-01-01-01-15_happy.wav,happy
1221,data/training\Actor_15\03-02-03-01-01-02-15_happy.wav,happy
1222,data/training\Actor_15\03-02-03-01-02-01-15_happy.wav,happy
1223,data/training\Actor_15\03-02-03-01-02-02-15_happy.wav,happy
1224,data/training\Actor_15\03-02-03-02-01-01-15_happy.wav,happy
1225,data/training\Actor_15\03-02-03-02-01-02-15_happy.wav,happy
1226,data/training\Actor_15\03-02-03-02-02-01-15_happy.wav,happy
1227,data/training\Actor_15\03-02-03-02-02-02-15_happy.wav,happy
1228,data/training\Actor_15\15_02_01_01_dogs-sitting_happy.wav,happy
1229,data/training\Actor_15\15_02_01_01_kids-talking_happy.wav,happy
1230,data/training\Actor_15\15_02_01_02_dogs-sitting_happy.wav,happy
1231,data/training\Actor_15\15_02_01_02_kids-talking_happy.wav,happy
1232,data/training\Actor_15\15_02_02_01_dogs-sitting_happy.wav,happy
1233,data/training\Actor_15\15_02_02_01_kids-talking_happy.wav,happy
1234,data/training\Actor_15\15_02_02_02_dogs-sitting_happy.wav,happy
1235,data/training\Actor_15\15_02_02_02_kids-talking_happy.wav,happy
1236,data/training\Actor_16\03-02-03-01-01-01-16_happy.wav,happy
1237,data/training\Actor_16\03-02-03-01-01-02-16_happy.wav,happy
1238,data/training\Actor_16\03-02-03-01-02-01-16_happy.wav,happy
1239,data/training\Actor_16\03-02-03-01-02-02-16_happy.wav,happy
1240,data/training\Actor_16\03-02-03-02-01-01-16_happy.wav,happy
1241,data/training\Actor_16\03-02-03-02-01-02-16_happy.wav,happy
1242,data/training\Actor_16\03-02-03-02-02-01-16_happy.wav,happy
1243,data/training\Actor_16\03-02-03-02-02-02-16_happy.wav,happy
1244,data/training\Actor_16\16_02_01_01_dogs-sitting_happy.wav,happy
1245,data/training\Actor_16\16_02_01_01_kids-talking_happy.wav,happy
1246,data/training\Actor_16\16_02_01_02_dogs-sitting_happy.wav,happy
1247,data/training\Actor_16\16_02_01_02_kids-talking_happy.wav,happy
1248,data/training\Actor_16\16_02_02_01_dogs-sitting_happy.wav,happy
1249,data/training\Actor_16\16_02_02_01_kids-talking_happy.wav,happy
1250,data/training\Actor_16\16_02_02_02_dogs-sitting_happy.wav,happy
1251,data/training\Actor_16\16_02_02_02_kids-talking_happy.wav,happy
1252,data/training\Actor_17\03-02-03-01-01-01-17_happy.wav,happy
1253,data/training\Actor_17\03-02-03-01-01-02-17_happy.wav,happy
1254,data/training\Actor_17\03-02-03-01-02-01-17_happy.wav,happy
1255,data/training\Actor_17\03-02-03-01-02-02-17_happy.wav,happy
1256,data/training\Actor_17\03-02-03-02-01-01-17_happy.wav,happy
1257,data/training\Actor_17\03-02-03-02-01-02-17_happy.wav,happy
1258,data/training\Actor_17\03-02-03-02-02-01-17_happy.wav,happy
1259,data/training\Actor_17\03-02-03-02-02-02-17_happy.wav,happy
1260,data/training\Actor_17\17_02_01_01_dogs-sitting_happy.wav,happy
1261,data/training\Actor_17\17_02_01_01_kids-talking_happy.wav,happy
1262,data/training\Actor_17\17_02_01_02_dogs-sitting_happy.wav,happy
1263,data/training\Actor_17\17_02_01_02_kids-talking_happy.wav,happy
1264,data/training\Actor_17\17_02_02_01_dogs-sitting_happy.wav,happy
1265,data/training\Actor_17\17_02_02_01_kids-talking_happy.wav,happy
1266,data/training\Actor_17\17_02_02_02_dogs-sitting_happy.wav,happy
1267,data/training\Actor_17\17_02_02_02_kids-talking_happy.wav,happy
1268,data/training\Actor_18\18_01_01_01_dogs-sitting_happy.wav,happy
1269,data/training\Actor_18\18_01_01_01_kids-talking_happy.wav,happy
1270,data/training\Actor_18\18_01_01_02_dogs-sitting_happy.wav,happy
1271,data/training\Actor_18\18_01_01_02_kids-talking_happy.wav,happy
1272,data/training\Actor_18\18_01_02_01_dogs-sitting_happy.wav,happy
1273,data/training\Actor_18\18_01_02_01_kids-talking_happy.wav,happy
1274,data/training\Actor_18\18_01_02_02_dogs-sitting_happy.wav,happy
1275,data/training\Actor_18\18_01_02_02_kids-talking_happy.wav,happy
1276,data/training\Actor_19\03-02-03-01-01-01-19_happy.wav,happy
1277,data/training\Actor_19\03-02-03-01-01-02-19_happy.wav,happy
1278,data/training\Actor_19\03-02-03-01-02-01-19_happy.wav,happy
1279,data/training\Actor_19\03-02-03-01-02-02-19_happy.wav,happy
1280,data/training\Actor_19\03-02-03-02-01-01-19_happy.wav,happy
1281,data/training\Actor_19\03-02-03-02-01-02-19_happy.wav,happy
1282,data/training\Actor_19\03-02-03-02-02-01-19_happy.wav,happy
